character #1, character #2, similarity
1, 0, 0.3585258894959005
0, 1, 0.3585258894959005
2, 0, 0.5278631522464252
0, 2, 0.5278631522464252
3, 0, 0.5810173885883849
0, 3, 0.5810173885883849
4, 0, 0.5375446278382082
0, 4, 0.5375446278382082
5, 0, 0.5664712095265177
0, 5, 0.5664712095265177
6, 0, 0.7068545382607847
0, 6, 0.7068545382607847
7, 0, 0.38691925744308825
0, 7, 0.38691925744308825
8, 0, 0.797165970031334
0, 8, 0.797165970031334
9, 0, 0.7317873090602188
0, 9, 0.7317873090602188
A, 0, 0.6111698816507011
0, A, 0.6111698816507011
a, 0, 0.6116184400292747
0, a, 0.6116184400292747
B, 0, 0.7895221595523462
0, B, 0.7895221595523462
b, 0, 0.6171416656666625
0, b, 0.6171416656666625
C, 0, 0.5196133578525702
0, C, 0.5196133578525702
c, 0, 0.43158295888253445
0, c, 0.43158295888253445
D, 0, 0.6899620921550855
0, D, 0.6899620921550855
d, 0, 0.5669538612324846
0, d, 0.5669538612324846
E, 0, 0.5520860163661238
0, E, 0.5520860163661238
e, 0, 0.6472631812621424
0, e, 0.6472631812621424
F, 0, 0.4530690943803581
0, F, 0.4530690943803581
f, 0, 0.5151017298248317
0, f, 0.5151017298248317
G, 0, 0.7021057181888773
0, G, 0.7021057181888773
g, 0, 0.7244369623283506
0, g, 0.7244369623283506
H, 0, 0.5371551970390999
0, H, 0.5371551970390999
h, 0, 0.5240156424790747
0, h, 0.5240156424790747
I, 0, 0.30516397752557206
0, I, 0.30516397752557206
i, 0, 0.2819931974543294
0, i, 0.2819931974543294
J, 0, 0.43933269383026263
0, J, 0.43933269383026263
j, 0, 0.38332861546107244
0, j, 0.38332861546107244
K, 0, 0.5289863195449355
0, K, 0.5289863195449355
k, 0, 0.5535096005831172
0, k, 0.5535096005831172
L, 0, 0.305598886822961
0, L, 0.305598886822961
l, 0, 0.2824410890628773
0, l, 0.2824410890628773
M, 0, 0.6366535540779654
0, M, 0.6366535540779654
m, 0, 0.5617671959482965
0, m, 0.5617671959482965
N, 0, 0.649177897666971
0, N, 0.649177897666971
n, 0, 0.47712125471966244
0, n, 0.47712125471966244
O, 0, 0.8266487783103477
0, O, 0.8266487783103477
o, 0, 0.6093838492402347
0, o, 0.6093838492402347
P, 0, 0.6219453294475105
0, P, 0.6219453294475105
p, 0, 0.5949981368404755
0, p, 0.5949981368404755
Q, 0, 0.6398168414742644
0, Q, 0.6398168414742644
q, 0, 0.6137334311643557
0, q, 0.6137334311643557
R, 0, 0.6310039828789874
0, R, 0.6310039828789874
r, 0, 0.36387083352417166
0, r, 0.36387083352417166
S, 0, 0.6004408607282947
0, S, 0.6004408607282947
s, 0, 0.48867378403904155
0, s, 0.48867378403904155
T, 0, 0.34449568944507153
0, T, 0.34449568944507153
t, 0, 0.49266213553191845
0, t, 0.49266213553191845
U, 0, 0.6312987867110733
0, U, 0.6312987867110733
u, 0, 0.48686044327557326
0, u, 0.48686044327557326
V, 0, 0.531011347126031
0, V, 0.531011347126031
v, 0, 0.39491355404184975
0, v, 0.39491355404184975
W, 0, 0.6305910799141269
0, W, 0.6305910799141269
w, 0, 0.5811173804111515
0, w, 0.5811173804111515
X, 0, 0.4998045589348662
0, X, 0.4998045589348662
x, 0, 0.4487401623520939
0, x, 0.4487401623520939
Y, 0, 0.36579090133849385
0, Y, 0.36579090133849385
y, 0, 0.4115393814645681
0, y, 0.4115393814645681
Z, 0, 0.507601803330287
0, Z, 0.507601803330287
z, 0, 0.366867475670004
0, z, 0.366867475670004
2, 1, 0.507919587051385
1, 2, 0.507919587051385
3, 1, 0.4530830138522236
1, 3, 0.4530830138522236
4, 1, 0.45522750378090815
1, 4, 0.45522750378090815
5, 1, 0.35369215442396507
1, 5, 0.35369215442396507
6, 1, 0.35127109179174176
1, 6, 0.35127109179174176
7, 1, 0.33270810569965503
1, 7, 0.33270810569965503
8, 1, 0.3784474758523859
1, 8, 0.3784474758523859
9, 1, 0.35990431041643806
1, 9, 0.35990431041643806
A, 1, 0.406761459186846
1, A, 0.406761459186846
a, 1, 0.44279042404892427
1, a, 0.44279042404892427
B, 1, 0.4104960456160737
1, B, 0.4104960456160737
b, 1, 0.39169922290187204
1, b, 0.39169922290187204
C, 1, 0.34946007608598323
1, C, 0.34946007608598323
c, 1, 0.3026596203974894
1, c, 0.3026596203974894
D, 1, 0.34932060013095606
1, D, 0.34932060013095606
d, 1, 0.4640282257358992
1, d, 0.4640282257358992
E, 1, 0.4723223718378937
1, E, 0.4723223718378937
e, 1, 0.27513540157642347
1, e, 0.27513540157642347
F, 1, 0.32112246501513014
1, F, 0.32112246501513014
f, 1, 0.35159602986301053
1, f, 0.35159602986301053
G, 1, 0.3283040805306432
1, G, 0.3283040805306432
g, 1, 0.34702294000212497
1, g, 0.34702294000212497
H, 1, 0.2741105816883281
1, H, 0.2741105816883281
h, 1, 0.3772712904039025
1, h, 0.3772712904039025
I, 1, 0.7579850247712845
1, I, 0.7579850247712845
i, 1, 0.7262245215403331
1, i, 0.7262245215403331
J, 1, 0.6575773191777938
1, J, 0.6575773191777938
j, 1, 0.4624217304862952
1, j, 0.4624217304862952
K, 1, 0.3699897413057539
1, K, 0.3699897413057539
k, 1, 0.3881250263784389
1, k, 0.3881250263784389
L, 1, 0.627021687466912
1, L, 0.627021687466912
l, 1, 0.8106221356219474
1, l, 0.8106221356219474
M, 1, 0.25719057455866884
1, M, 0.25719057455866884
m, 1, 0.31633928850099985
1, m, 0.31633928850099985
N, 1, 0.31062805441451746
1, N, 0.31062805441451746
n, 1, 0.37905466451166386
1, n, 0.37905466451166386
O, 1, 0.3459971411805044
1, O, 0.3459971411805044
o, 1, 0.3144767193912276
1, o, 0.3144767193912276
P, 1, 0.29493147745253057
1, P, 0.29493147745253057
p, 1, 0.3249563220074518
1, p, 0.3249563220074518
Q, 1, 0.27543885272993546
1, Q, 0.27543885272993546
q, 1, 0.377072290129124
1, q, 0.377072290129124
R, 1, 0.4538420651593752
1, R, 0.4538420651593752
r, 1, 0.27771824841551357
1, r, 0.27771824841551357
S, 1, 0.44573944002358945
1, S, 0.44573944002358945
s, 1, 0.3654994515632499
1, s, 0.3654994515632499
T, 1, 0.47261783671926283
1, T, 0.47261783671926283
t, 1, 0.5333722768126128
1, t, 0.5333722768126128
U, 1, 0.37220558678709303
1, U, 0.37220558678709303
u, 1, 0.3626233186547882
1, u, 0.3626233186547882
V, 1, 0.3393079812809125
1, V, 0.3393079812809125
v, 1, 0.20311616468439653
1, v, 0.20311616468439653
W, 1, 0.2390966082980626
1, W, 0.2390966082980626
w, 1, 0.20497118308893877
1, w, 0.20497118308893877
X, 1, 0.3337985221788431
1, X, 0.3337985221788431
x, 1, 0.28059612291410646
1, x, 0.28059612291410646
Y, 1, 0.2510287545995531
1, Y, 0.2510287545995531
y, 1, 0.2975296181962282
1, y, 0.2975296181962282
Z, 1, 0.5324008084152362
1, Z, 0.5324008084152362
z, 1, 0.36598099144336166
1, z, 0.36598099144336166
3, 2, 0.5950371312335461
2, 3, 0.5950371312335461
4, 2, 0.44974238083202694
2, 4, 0.44974238083202694
5, 2, 0.4104817127013712
2, 5, 0.4104817127013712
6, 2, 0.4048259091488696
2, 6, 0.4048259091488696
7, 2, 0.5542384151403702
2, 7, 0.5542384151403702
8, 2, 0.6030970245252414
2, 8, 0.6030970245252414
9, 2, 0.5330979104620236
2, 9, 0.5330979104620236
A, 2, 0.5016183843625925
2, A, 0.5016183843625925
a, 2, 0.551202405721732
2, a, 0.551202405721732
B, 2, 0.5503531682540861
2, B, 0.5503531682540861
b, 2, 0.3921104650113138
2, b, 0.3921104650113138
C, 2, 0.39475834988584835
2, C, 0.39475834988584835
c, 2, 0.3093433887121414
2, c, 0.3093433887121414
D, 2, 0.47800847562455584
2, D, 0.47800847562455584
d, 2, 0.42819122574829915
2, d, 0.42819122574829915
E, 2, 0.4657206439640625
2, E, 0.4657206439640625
e, 2, 0.40982507288846415
2, e, 0.40982507288846415
F, 2, 0.2668512266071834
2, F, 0.2668512266071834
f, 2, 0.31416301093526366
2, f, 0.31416301093526366
G, 2, 0.47249285053759144
2, G, 0.47249285053759144
g, 2, 0.6203682039806275
2, g, 0.6203682039806275
H, 2, 0.306311696251846
2, H, 0.306311696251846
h, 2, 0.28822986742241397
2, h, 0.28822986742241397
I, 2, 0.45561713542433757
2, I, 0.45561713542433757
i, 2, 0.4472029219807318
2, i, 0.4472029219807318
J, 2, 0.5144026399331769
2, J, 0.5144026399331769
j, 2, 0.4279772742424661
2, j, 0.4279772742424661
K, 2, 0.4810874419372638
2, K, 0.4810874419372638
k, 2, 0.5059638876306083
2, k, 0.5059638876306083
L, 2, 0.31851674841814814
2, L, 0.31851674841814814
l, 2, 0.39154380348724116
2, l, 0.39154380348724116
M, 2, 0.40687642442117433
2, M, 0.40687642442117433
m, 2, 0.3482386707813793
2, m, 0.3482386707813793
N, 2, 0.5054456290508224
2, N, 0.5054456290508224
n, 2, 0.2998810677930967
2, n, 0.2998810677930967
O, 2, 0.4680000337267937
2, O, 0.4680000337267937
o, 2, 0.4142152426603797
2, o, 0.4142152426603797
P, 2, 0.4499875885165563
2, P, 0.4499875885165563
p, 2, 0.44897679641336335
2, p, 0.44897679641336335
Q, 2, 0.3967149176427313
2, Q, 0.3967149176427313
q, 2, 0.45517292053329017
2, q, 0.45517292053329017
R, 2, 0.5693636709660259
2, R, 0.5693636709660259
r, 2, 0.206627203710775
2, r, 0.206627203710775
S, 2, 0.5228787452803376
2, S, 0.5228787452803376
s, 2, 0.38418811097222455
2, s, 0.38418811097222455
T, 2, 0.3049704781387795
2, T, 0.3049704781387795
t, 2, 0.46084602073132036
2, t, 0.46084602073132036
U, 2, 0.437897335526127
2, U, 0.437897335526127
u, 2, 0.38874824796080903
2, u, 0.38874824796080903
V, 2, 0.43095313923836875
2, V, 0.43095313923836875
v, 2, 0.333503598759024
2, v, 0.333503598759024
W, 2, 0.4213019140051543
2, W, 0.4213019140051543
w, 2, 0.3469066505776891
2, w, 0.3469066505776891
X, 2, 0.5780787758859011
2, X, 0.5780787758859011
x, 2, 0.4327478133036706
2, x, 0.4327478133036706
Y, 2, 0.3694873763198329
2, Y, 0.3694873763198329
y, 2, 0.4758971502759427
2, y, 0.4758971502759427
Z, 2, 0.7144269553998441
2, Z, 0.7144269553998441
z, 2, 0.5134764991862736
2, z, 0.5134764991862736
4, 3, 0.4502447762264348
3, 4, 0.4502447762264348
5, 3, 0.6578176370748618
3, 5, 0.6578176370748618
6, 3, 0.5041677815607339
3, 6, 0.5041677815607339
7, 3, 0.4713980819167761
3, 7, 0.4713980819167761
8, 3, 0.6786032329397955
3, 8, 0.6786032329397955
9, 3, 0.5763430270217014
3, 9, 0.5763430270217014
A, 3, 0.4893503279102682
3, A, 0.4893503279102682
a, 3, 0.48743846583965933
3, a, 0.48743846583965933
B, 3, 0.7027762905923899
3, B, 0.7027762905923899
b, 3, 0.39441118905592887
3, b, 0.39441118905592887
C, 3, 0.2975496549165592
3, C, 0.2975496549165592
c, 3, 0.3032773201193345
3, c, 0.3032773201193345
D, 3, 0.48356901127040497
3, D, 0.48356901127040497
d, 3, 0.5020589013427641
3, d, 0.5020589013427641
E, 3, 0.49231275361473376
3, E, 0.49231275361473376
e, 3, 0.37643588937671274
3, e, 0.37643588937671274
F, 3, 0.3059967542656228
3, F, 0.3059967542656228
f, 3, 0.32005323297741156
3, f, 0.32005323297741156
G, 3, 0.4913616938342727
3, G, 0.4913616938342727
g, 3, 0.5736570372160634
3, g, 0.5736570372160634
H, 3, 0.4146243067771027
3, H, 0.4146243067771027
h, 3, 0.3286549121854785
3, h, 0.3286549121854785
I, 3, 0.4243808164926492
3, I, 0.4243808164926492
i, 3, 0.4128315640733827
3, i, 0.4128315640733827
J, 3, 0.6462042874769662
3, J, 0.6462042874769662
j, 3, 0.5245083700138458
3, j, 0.5245083700138458
K, 3, 0.44618500371658687
3, K, 0.44618500371658687
k, 3, 0.4520265334912686
3, k, 0.4520265334912686
L, 3, 0.2841194945733181
3, L, 0.2841194945733181
l, 3, 0.4429884468598589
3, l, 0.4429884468598589
M, 3, 0.36510382344886416
3, M, 0.36510382344886416
m, 3, 0.2915332212644132
3, m, 0.2915332212644132
N, 3, 0.47309592947555473
3, N, 0.47309592947555473
n, 3, 0.3010299956639812
3, n, 0.3010299956639812
O, 3, 0.4791247136305339
3, O, 0.4791247136305339
o, 3, 0.34978263245401575
3, o, 0.34978263245401575
P, 3, 0.4572926705442879
3, P, 0.4572926705442879
p, 3, 0.36586855551426256
3, p, 0.36586855551426256
Q, 3, 0.408892729337541
3, Q, 0.408892729337541
q, 3, 0.41654848117235876
3, q, 0.41654848117235876
R, 3, 0.5813305064692182
3, R, 0.5813305064692182
r, 3, 0.18921293637758627
3, r, 0.18921293637758627
S, 3, 0.6728331888116285
3, S, 0.6728331888116285
s, 3, 0.4777797756675213
3, s, 0.4777797756675213
T, 3, 0.40122267344604523
3, T, 0.40122267344604523
t, 3, 0.3689376141862919
3, t, 0.3689376141862919
U, 3, 0.46605582856950245
3, U, 0.46605582856950245
u, 3, 0.34324336273767
3, u, 0.34324336273767
V, 3, 0.3228203304677622
3, V, 0.3228203304677622
v, 3, 0.25741317363913824
3, v, 0.25741317363913824
W, 3, 0.40796613978199103
3, W, 0.40796613978199103
w, 3, 0.33910504399470065
3, w, 0.33910504399470065
X, 3, 0.4741681146920375
3, X, 0.4741681146920375
x, 3, 0.40628062543989735
3, x, 0.40628062543989735
Y, 3, 0.293065780205341
3, Y, 0.293065780205341
y, 3, 0.4256492806345579
3, y, 0.4256492806345579
Z, 3, 0.5055294405388074
3, Z, 0.5055294405388074
z, 3, 0.3705840884316104
3, z, 0.3705840884316104
5, 4, 0.3902110870101331
4, 5, 0.3902110870101331
6, 4, 0.4800458077369791
4, 6, 0.4800458077369791
7, 4, 0.28455380138311676
4, 7, 0.28455380138311676
8, 4, 0.49727440722025784
4, 8, 0.49727440722025784
9, 4, 0.4906037626089118
4, 9, 0.4906037626089118
A, 4, 0.6510212309333211
4, A, 0.6510212309333211
a, 4, 0.6336825343623818
4, a, 0.6336825343623818
B, 4, 0.46611119855515826
4, B, 0.46611119855515826
b, 4, 0.4336267720696541
4, b, 0.4336267720696541
C, 4, 0.32277514323622597
4, C, 0.32277514323622597
c, 4, 0.5167618204706557
4, c, 0.5167618204706557
D, 4, 0.3251701890325751
4, D, 0.3251701890325751
d, 4, 0.5291609980719372
4, d, 0.5291609980719372
E, 4, 0.3511397937643477
4, E, 0.3511397937643477
e, 4, 0.5353348370590889
4, e, 0.5353348370590889
F, 4, 0.3390320215278941
4, F, 0.3390320215278941
f, 4, 0.4002078701278597
4, f, 0.4002078701278597
G, 4, 0.42362751645737867
4, G, 0.42362751645737867
g, 4, 0.505017389559327
4, g, 0.505017389559327
H, 4, 0.4101417264450397
4, H, 0.4101417264450397
h, 4, 0.41740744616933245
4, h, 0.41740744616933245
I, 4, 0.355315281604121
4, I, 0.355315281604121
i, 4, 0.48357661772768995
4, i, 0.48357661772768995
J, 4, 0.4056392261070506
4, J, 0.4056392261070506
j, 4, 0.3206846836604512
4, j, 0.3206846836604512
K, 4, 0.5267913346433876
4, K, 0.5267913346433876
k, 4, 0.47650127676726056
4, k, 0.47650127676726056
L, 4, 0.35094344599581406
4, L, 0.35094344599581406
l, 4, 0.43338336131706146
4, l, 0.43338336131706146
M, 4, 0.4709734040829134
4, M, 0.4709734040829134
m, 4, 0.4627584791304677
4, m, 0.4627584791304677
N, 4, 0.5298276052356654
4, N, 0.5298276052356654
n, 4, 0.48801810368731596
4, n, 0.48801810368731596
O, 4, 0.4010384366674162
4, O, 0.4010384366674162
o, 4, 0.44870215403074926
4, o, 0.44870215403074926
P, 4, 0.514285380588614
4, P, 0.514285380588614
p, 4, 0.40217706161529226
4, p, 0.40217706161529226
Q, 4, 0.28984582871146747
4, Q, 0.28984582871146747
q, 4, 0.5653556692457397
4, q, 0.5653556692457397
R, 4, 0.5338577778251052
4, R, 0.5338577778251052
r, 4, 0.2863279503249711
4, r, 0.2863279503249711
S, 4, 0.354530061567348
4, S, 0.354530061567348
s, 4, 0.5243434835386114
4, s, 0.5243434835386114
T, 4, 0.40623888186295165
4, T, 0.40623888186295165
t, 4, 0.4179739139847481
4, t, 0.4179739139847481
U, 4, 0.30811654304420755
4, U, 0.30811654304420755
u, 4, 0.4584613424262259
4, u, 0.4584613424262259
V, 4, 0.31017858094244644
4, V, 0.31017858094244644
v, 4, 0.3093134036125047
4, v, 0.3093134036125047
W, 4, 0.41919846842082287
4, W, 0.41919846842082287
w, 4, 0.48735458498825274
4, w, 0.48735458498825274
X, 4, 0.4979159199760738
4, X, 0.4979159199760738
x, 4, 0.5654619506055715
4, x, 0.5654619506055715
Y, 4, 0.2924298239020636
4, Y, 0.2924298239020636
y, 4, 0.2689487280525407
4, y, 0.2689487280525407
Z, 4, 0.4335031501695388
4, Z, 0.4335031501695388
z, 4, 0.6228993703613223
4, z, 0.6228993703613223
6, 5, 0.721287291140973
5, 6, 0.721287291140973
7, 5, 0.3617798504474895
5, 7, 0.3617798504474895
8, 5, 0.642600163208141
5, 8, 0.642600163208141
9, 5, 0.6238132446605759
5, 9, 0.6238132446605759
A, 5, 0.41459403305154957
5, A, 0.41459403305154957
a, 5, 0.42755612041632046
5, a, 0.42755612041632046
B, 5, 0.7716559025247713
5, B, 0.7716559025247713
b, 5, 0.4944991711303244
5, b, 0.4944991711303244
C, 5, 0.383662112618174
5, C, 0.383662112618174
c, 5, 0.3778271855038793
5, c, 0.3778271855038793
D, 5, 0.5177498171789858
5, D, 0.5177498171789858
d, 5, 0.44227707447704395
5, d, 0.44227707447704395
E, 5, 0.6766936096248666
5, E, 0.6766936096248666
e, 5, 0.3934970596223186
5, e, 0.3934970596223186
F, 5, 0.5032240572838675
5, F, 0.5032240572838675
f, 5, 0.3670463200604688
5, f, 0.3670463200604688
G, 5, 0.5865478251497148
5, G, 0.5865478251497148
g, 5, 0.51400705460873
5, g, 0.51400705460873
H, 5, 0.40139137371244893
5, H, 0.40139137371244893
h, 5, 0.48065391868740515
5, h, 0.48065391868740515
I, 5, 0.3538664848660411
5, I, 0.3538664848660411
i, 5, 0.3256056236403975
5, i, 0.3256056236403975
J, 5, 0.5602429832420855
5, J, 0.5602429832420855
j, 5, 0.4077647871922536
5, j, 0.4077647871922536
K, 5, 0.45000697313971993
5, K, 0.45000697313971993
k, 5, 0.41133833032987516
5, k, 0.41133833032987516
L, 5, 0.3667762469159865
5, L, 0.3667762469159865
l, 5, 0.3214526670292841
5, l, 0.3214526670292841
M, 5, 0.32598773570513473
5, M, 0.32598773570513473
m, 5, 0.2903342281263183
5, m, 0.2903342281263183
N, 5, 0.48523914494184195
5, N, 0.48523914494184195
n, 5, 0.35881309701037556
5, n, 0.35881309701037556
O, 5, 0.4816275932769918
5, O, 0.4816275932769918
o, 5, 0.40722132506142433
5, o, 0.40722132506142433
P, 5, 0.5399657044917613
5, P, 0.5399657044917613
p, 5, 0.40896197076989865
5, p, 0.40896197076989865
Q, 5, 0.3918900374556284
5, Q, 0.3918900374556284
q, 5, 0.36665324667198845
5, q, 0.36665324667198845
R, 5, 0.5466025702968899
5, R, 0.5466025702968899
r, 5, 0.22926301801868013
5, r, 0.22926301801868013
S, 5, 0.7223158270239113
5, S, 0.7223158270239113
s, 5, 0.564480276069855
5, s, 0.564480276069855
T, 5, 0.3025673228689103
5, T, 0.3025673228689103
t, 5, 0.37029922121362563
5, t, 0.37029922121362563
U, 5, 0.428057209885486
5, U, 0.428057209885486
u, 5, 0.38610903311064954
5, u, 0.38610903311064954
V, 5, 0.40120949323688493
5, V, 0.40120949323688493
v, 5, 0.33624331700991467
5, v, 0.33624331700991467
W, 5, 0.4063731762089004
5, W, 0.4063731762089004
w, 5, 0.36326468320678074
5, w, 0.36326468320678074
X, 5, 0.38288226612750015
5, X, 0.38288226612750015
x, 5, 0.3818760771014374
5, x, 0.3818760771014374
Y, 5, 0.2965102081954524
5, Y, 0.2965102081954524
y, 5, 0.373466239288837
5, y, 0.373466239288837
Z, 5, 0.33456767939972254
5, Z, 0.33456767939972254
z, 5, 0.3830329623936991
5, z, 0.3830329623936991
7, 6, 0.28478111263069106
6, 7, 0.28478111263069106
8, 6, 0.677234281318605
6, 8, 0.677234281318605
9, 6, 0.5953360860115056
6, 9, 0.5953360860115056
A, 6, 0.5259940108721451
6, A, 0.5259940108721451
a, 6, 0.5482074988679624
6, a, 0.5482074988679624
B, 6, 0.7408447416127631
6, B, 0.7408447416127631
b, 6, 0.597320240379283
6, b, 0.597320240379283
C, 6, 0.5821651626110231
6, C, 0.5821651626110231
c, 6, 0.48787636544271296
6, c, 0.48787636544271296
D, 6, 0.5812778375813141
6, D, 0.5812778375813141
d, 6, 0.5518621724567426
6, d, 0.5518621724567426
E, 6, 0.6826444517850252
6, E, 0.6826444517850252
e, 6, 0.5759072727264742
6, e, 0.5759072727264742
F, 6, 0.4852105375805409
6, F, 0.4852105375805409
f, 6, 0.5158168907928508
6, f, 0.5158168907928508
G, 6, 0.7887537857375568
6, G, 0.7887537857375568
g, 6, 0.5926050290824976
6, g, 0.5926050290824976
H, 6, 0.45220052425853496
6, H, 0.45220052425853496
h, 6, 0.521311459270812
6, h, 0.521311459270812
I, 6, 0.3378243680644953
6, I, 0.3378243680644953
i, 6, 0.3010299956639812
6, i, 0.3010299956639812
J, 6, 0.39003800164237756
6, J, 0.39003800164237756
j, 6, 0.30009703186393494
6, j, 0.30009703186393494
K, 6, 0.5046174283060215
6, K, 0.5046174283060215
k, 6, 0.45781609952427577
6, k, 0.45781609952427577
L, 6, 0.3979400086720376
6, L, 0.3979400086720376
